life,death,model
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1445,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1514,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1480,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1192,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1445,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1478,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1478,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1478,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1478,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
859,1,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1592,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
710,1,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1478,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1469,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1555,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1292,1,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
861,1,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
387,1,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1445,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1465,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1581,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
460,1,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
921,1,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1462,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
796,1,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
685,1,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1335,1,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1425,1,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
561,1,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1461,1,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1193,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
481,1,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
472,1,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
218,1,Hitachi HDS5C3030ALA630
23,1,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
728,1,Hitachi HDS5C3030ALA630
1483,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1472,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
851,1,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
895,1,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
639,1,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1473,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1477,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1113,1,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1471,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1499,0,Hitachi HDS5C3030ALA630
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1469,0,Hitachi HDS723030ALA640
1469,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
572,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
917,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1469,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1168,1,Hitachi HDS723030ALA640
29,1,Hitachi HDS723030ALA640
1469,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1477,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1525,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
296,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1188,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1477,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1477,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1525,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1175,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1319,1,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1375,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
274,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1525,0,Hitachi HDS723030ALA640
517,1,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
1478,0,Hitachi HDS723030ALA640
1525,0,Hitachi HDS723030ALA640
1525,0,Hitachi HDS723030ALA640
1490,0,Hitachi HDS723030ALA640
